,coefficients,replicate,pval,treatment_site
treatment20C:siteCI5...2021,NA,289,NA,treatment20C:siteCI5
treatment20C:siteDB...2022,NA,289,NA,treatment20C:siteDB
treatment20C:sitePW...2023,NA,289,NA,treatment20C:sitePW
treatment20C...2024,-0.631221797,290,6.49E-149,treatment20C
siteCI5...2025,NA,290,NA,siteCI5
siteDB...2026,NA,290,NA,siteDB
sitePW...2027,NA,290,NA,sitePW
treatment20C:siteCI5...2028,NA,290,NA,treatment20C:siteCI5
treatment20C:siteDB...2029,NA,290,NA,treatment20C:siteDB
treatment20C:sitePW...2030,NA,290,NA,treatment20C:sitePW
treatment20C...2031,-0.654026208,291,8.23E-154,treatment20C
siteCI5...2032,NA,291,NA,siteCI5
siteDB...2033,NA,291,NA,siteDB
sitePW...2034,NA,291,NA,sitePW
treatment20C:siteCI5...2035,NA,291,NA,treatment20C:siteCI5
treatment20C:siteDB...2036,NA,291,NA,treatment20C:siteDB
treatment20C:sitePW...2037,NA,291,NA,treatment20C:sitePW
treatment20C...2038,-0.466594527,292,1.71E-80,treatment20C
siteCI5...2039,NA,292,NA,siteCI5
siteDB...2040,NA,292,NA,siteDB
sitePW...2041,NA,292,NA,sitePW
treatment20C:siteCI5...2042,NA,292,NA,treatment20C:siteCI5
treatment20C:siteDB...2043,NA,292,NA,treatment20C:siteDB
treatment20C:sitePW...2044,NA,292,NA,treatment20C:sitePW
treatment20C...2045,-0.539179189,293,3.10E-100,treatment20C
siteCI5...2046,NA,293,NA,siteCI5
siteDB...2047,NA,293,NA,siteDB
sitePW...2048,NA,293,NA,sitePW
treatment20C:siteCI5...2049,NA,293,NA,treatment20C:siteCI5
treatment20C:siteDB...2050,NA,293,NA,treatment20C:siteDB
treatment20C:sitePW...2051,NA,293,NA,treatment20C:sitePW
treatment20C...2052,-0.584463186,294,1.18E-135,treatment20C
siteCI5...2053,NA,294,NA,siteCI5
siteDB...2054,NA,294,NA,siteDB
sitePW...2055,NA,294,NA,sitePW
treatment20C:siteCI5...2056,NA,294,NA,treatment20C:siteCI5
treatment20C:siteDB...2057,NA,294,NA,treatment20C:siteDB
treatment20C:sitePW...2058,NA,294,NA,treatment20C:sitePW
treatment20C...2059,-0.532202938,295,2.66E-107,treatment20C
siteCI5...2060,NA,295,NA,siteCI5
siteDB...2061,NA,295,NA,siteDB
sitePW...2062,NA,295,NA,sitePW
treatment20C:siteCI5...2063,NA,295,NA,treatment20C:siteCI5
treatment20C:siteDB...2064,NA,295,NA,treatment20C:siteDB
treatment20C:sitePW...2065,NA,295,NA,treatment20C:sitePW
treatment20C...2066,-0.410592021,296,1.34E-60,treatment20C
siteCI5...2067,NA,296,NA,siteCI5
siteDB...2068,NA,296,NA,siteDB
sitePW...2069,NA,296,NA,sitePW
treatment20C:siteCI5...2070,NA,296,NA,treatment20C:siteCI5
treatment20C:siteDB...2071,NA,296,NA,treatment20C:siteDB
treatment20C:sitePW...2072,NA,296,NA,treatment20C:sitePW
treatment20C...2073,-0.615164713,297,1.23E-132,treatment20C
siteCI5...2074,NA,297,NA,siteCI5
siteDB...2075,NA,297,NA,siteDB
sitePW...2076,NA,297,NA,sitePW
treatment20C:siteCI5...2077,NA,297,NA,treatment20C:siteCI5
treatment20C:siteDB...2078,NA,297,NA,treatment20C:siteDB
treatment20C:sitePW...2079,NA,297,NA,treatment20C:sitePW
treatment20C...2080,-0.521716503,298,1.81E-101,treatment20C
siteCI5...2081,NA,298,NA,siteCI5
siteDB...2082,NA,298,NA,siteDB
sitePW...2083,NA,298,NA,sitePW
treatment20C:siteCI5...2084,NA,298,NA,treatment20C:siteCI5
treatment20C:siteDB...2085,NA,298,NA,treatment20C:siteDB
treatment20C:sitePW...2086,NA,298,NA,treatment20C:sitePW
treatment20C...2087,-0.678906394,299,2.68E-171,treatment20C
siteCI5...2088,NA,299,NA,siteCI5
siteDB...2089,NA,299,NA,siteDB
sitePW...2090,NA,299,NA,sitePW
treatment20C:siteCI5...2091,NA,299,NA,treatment20C:siteCI5
treatment20C:siteDB...2092,NA,299,NA,treatment20C:siteDB
treatment20C:sitePW...2093,NA,299,NA,treatment20C:sitePW
treatment20C...2094,-0.442992574,300,3.26E-69,treatment20C
siteCI5...2095,NA,300,NA,siteCI5
siteDB...2096,NA,300,NA,siteDB
sitePW...2097,NA,300,NA,sitePW
treatment20C:siteCI5...2098,NA,300,NA,treatment20C:siteCI5
treatment20C:siteDB...2099,NA,300,NA,treatment20C:siteDB
treatment20C:sitePW...2100,NA,300,NA,treatment20C:sitePW
treatment20C...2101,-0.553352754,301,3.51E-101,treatment20C
siteCI5...2102,NA,301,NA,siteCI5
siteDB...2103,NA,301,NA,siteDB
sitePW...2104,NA,301,NA,sitePW
treatment20C:siteCI5...2105,NA,301,NA,treatment20C:siteCI5
treatment20C:siteDB...2106,NA,301,NA,treatment20C:siteDB
treatment20C:sitePW...2107,NA,301,NA,treatment20C:sitePW
treatment20C...2108,-0.132533894,302,1.35E-08,treatment20C
siteCI5...2109,NA,302,NA,siteCI5
siteDB...2110,NA,302,NA,siteDB
sitePW...2111,NA,302,NA,sitePW
treatment20C:siteCI5...2112,NA,302,NA,treatment20C:siteCI5
treatment20C:siteDB...2113,NA,302,NA,treatment20C:siteDB
treatment20C:sitePW...2114,NA,302,NA,treatment20C:sitePW
treatment20C...2115,-0.448990881,303,8.24E-78,treatment20C
siteCI5...2116,NA,303,NA,siteCI5
siteDB...2117,NA,303,NA,siteDB
sitePW...2118,NA,303,NA,sitePW
treatment20C:siteCI5...2119,NA,303,NA,treatment20C:siteCI5
treatment20C:siteDB...2120,NA,303,NA,treatment20C:siteDB
treatment20C:sitePW...2121,NA,303,NA,treatment20C:sitePW
treatment20C...2122,-0.44968772,304,3.50E-73,treatment20C
siteCI5...2123,NA,304,NA,siteCI5
siteDB...2124,NA,304,NA,siteDB
sitePW...2125,NA,304,NA,sitePW
treatment20C:siteCI5...2126,NA,304,NA,treatment20C:siteCI5
treatment20C:siteDB...2127,NA,304,NA,treatment20C:siteDB
treatment20C:sitePW...2128,NA,304,NA,treatment20C:sitePW
treatment20C...2129,-0.540345463,305,3.58E-100,treatment20C
siteCI5...2130,NA,305,NA,siteCI5
siteDB...2131,NA,305,NA,siteDB
sitePW...2132,NA,305,NA,sitePW
treatment20C:siteCI5...2133,NA,305,NA,treatment20C:siteCI5
treatment20C:siteDB...2134,NA,305,NA,treatment20C:siteDB
treatment20C:sitePW...2135,NA,305,NA,treatment20C:sitePW
treatment20C...2136,-0.547599748,306,1.55E-121,treatment20C
siteCI5...2137,NA,306,NA,siteCI5
siteDB...2138,NA,306,NA,siteDB
sitePW...2139,NA,306,NA,sitePW
treatment20C:siteCI5...2140,NA,306,NA,treatment20C:siteCI5
treatment20C:siteDB...2141,NA,306,NA,treatment20C:siteDB
treatment20C:sitePW...2142,NA,306,NA,treatment20C:sitePW
treatment20C...2143,-0.422242439,307,5.71E-69,treatment20C
siteCI5...2144,NA,307,NA,siteCI5
siteDB...2145,NA,307,NA,siteDB
sitePW...2146,NA,307,NA,sitePW
treatment20C:siteCI5...2147,NA,307,NA,treatment20C:siteCI5
treatment20C:siteDB...2148,NA,307,NA,treatment20C:siteDB
treatment20C:sitePW...2149,NA,307,NA,treatment20C:sitePW
treatment20C...2150,-0.801431234,308,2.15E-221,treatment20C
siteCI5...2151,NA,308,NA,siteCI5
siteDB...2152,NA,308,NA,siteDB
sitePW...2153,NA,308,NA,sitePW
treatment20C:siteCI5...2154,NA,308,NA,treatment20C:siteCI5
treatment20C:siteDB...2155,NA,308,NA,treatment20C:siteDB
treatment20C:sitePW...2156,NA,308,NA,treatment20C:sitePW
treatment20C...2157,-0.455716767,309,3.38E-76,treatment20C
siteCI5...2158,NA,309,NA,siteCI5
siteDB...2159,NA,309,NA,siteDB
sitePW...2160,NA,309,NA,sitePW
treatment20C:siteCI5...2161,NA,309,NA,treatment20C:siteCI5
treatment20C:siteDB...2162,NA,309,NA,treatment20C:siteDB
treatment20C:sitePW...2163,NA,309,NA,treatment20C:sitePW
treatment20C...2164,-0.513279367,310,1.60E-104,treatment20C
siteCI5...2165,NA,310,NA,siteCI5
siteDB...2166,NA,310,NA,siteDB
sitePW...2167,NA,310,NA,sitePW
treatment20C:siteCI5...2168,NA,310,NA,treatment20C:siteCI5
treatment20C:siteDB...2169,NA,310,NA,treatment20C:siteDB
treatment20C:sitePW...2170,NA,310,NA,treatment20C:sitePW
treatment20C...2171,-0.371154458,311,2.57E-55,treatment20C
siteCI5...2172,NA,311,NA,siteCI5
siteDB...2173,NA,311,NA,siteDB
sitePW...2174,NA,311,NA,sitePW
treatment20C:siteCI5...2175,NA,311,NA,treatment20C:siteCI5
treatment20C:siteDB...2176,NA,311,NA,treatment20C:siteDB
treatment20C:sitePW...2177,NA,311,NA,treatment20C:sitePW
treatment20C...2178,-0.503666807,312,1.73E-89,treatment20C
siteCI5...2179,NA,312,NA,siteCI5
siteDB...2180,NA,312,NA,siteDB
sitePW...2181,NA,312,NA,sitePW
treatment20C:siteCI5...2182,NA,312,NA,treatment20C:siteCI5
treatment20C:siteDB...2183,NA,312,NA,treatment20C:siteDB
treatment20C:sitePW...2184,NA,312,NA,treatment20C:sitePW
treatment20C...2185,-0.619053832,313,7.38E-146,treatment20C
siteCI5...2186,NA,313,NA,siteCI5
siteDB...2187,NA,313,NA,siteDB
sitePW...2188,NA,313,NA,sitePW
treatment20C:siteCI5...2189,NA,313,NA,treatment20C:siteCI5
treatment20C:siteDB...2190,NA,313,NA,treatment20C:siteDB
treatment20C:sitePW...2191,NA,313,NA,treatment20C:sitePW
treatment20C...2192,-0.345587183,314,7.23E-43,treatment20C
siteCI5...2193,NA,314,NA,siteCI5
siteDB...2194,NA,314,NA,siteDB
sitePW...2195,NA,314,NA,sitePW
treatment20C:siteCI5...2196,NA,314,NA,treatment20C:siteCI5
treatment20C:siteDB...2197,NA,314,NA,treatment20C:siteDB
treatment20C:sitePW...2198,NA,314,NA,treatment20C:sitePW
treatment20C...2199,-0.602106848,315,4.87E-139,treatment20C
siteCI5...2200,NA,315,NA,siteCI5
siteDB...2201,NA,315,NA,siteDB
sitePW...2202,NA,315,NA,sitePW
treatment20C:siteCI5...2203,NA,315,NA,treatment20C:siteCI5
treatment20C:siteDB...2204,NA,315,NA,treatment20C:siteDB
treatment20C:sitePW...2205,NA,315,NA,treatment20C:sitePW
treatment20C...2206,-0.356736713,316,1.77E-52,treatment20C
siteCI5...2207,NA,316,NA,siteCI5
siteDB...2208,NA,316,NA,siteDB
sitePW...2209,NA,316,NA,sitePW
treatment20C:siteCI5...2210,NA,316,NA,treatment20C:siteCI5
treatment20C:siteDB...2211,NA,316,NA,treatment20C:siteDB
treatment20C:sitePW...2212,NA,316,NA,treatment20C:sitePW
treatment20C...2213,-0.465399958,317,1.22E-87,treatment20C
siteCI5...2214,NA,317,NA,siteCI5
siteDB...2215,NA,317,NA,siteDB
sitePW...2216,NA,317,NA,sitePW
treatment20C:siteCI5...2217,NA,317,NA,treatment20C:siteCI5
treatment20C:siteDB...2218,NA,317,NA,treatment20C:siteDB
treatment20C:sitePW...2219,NA,317,NA,treatment20C:sitePW
treatment20C...2220,-0.536933889,318,4.55E-110,treatment20C
siteCI5...2221,NA,318,NA,siteCI5
siteDB...2222,NA,318,NA,siteDB
sitePW...2223,NA,318,NA,sitePW
treatment20C:siteCI5...2224,NA,318,NA,treatment20C:siteCI5
treatment20C:siteDB...2225,NA,318,NA,treatment20C:siteDB
treatment20C:sitePW...2226,NA,318,NA,treatment20C:sitePW
treatment20C...2227,-0.373800975,319,8.05E-59,treatment20C
siteCI5...2228,NA,319,NA,siteCI5
siteDB...2229,NA,319,NA,siteDB
sitePW...2230,NA,319,NA,sitePW
treatment20C:siteCI5...2231,NA,319,NA,treatment20C:siteCI5
treatment20C:siteDB...2232,NA,319,NA,treatment20C:siteDB
treatment20C:sitePW...2233,NA,319,NA,treatment20C:sitePW
treatment20C...2234,-0.458064978,320,2.80E-82,treatment20C
siteCI5...2235,NA,320,NA,siteCI5
siteDB...2236,NA,320,NA,siteDB
sitePW...2237,NA,320,NA,sitePW
treatment20C:siteCI5...2238,NA,320,NA,treatment20C:siteCI5
treatment20C:siteDB...2239,NA,320,NA,treatment20C:siteDB
treatment20C:sitePW...2240,NA,320,NA,treatment20C:sitePW
treatment20C...2241,-0.310847786,321,6.24E-41,treatment20C
siteCI5...2242,NA,321,NA,siteCI5
siteDB...2243,NA,321,NA,siteDB
sitePW...2244,NA,321,NA,sitePW
treatment20C:siteCI5...2245,NA,321,NA,treatment20C:siteCI5
treatment20C:siteDB...2246,NA,321,NA,treatment20C:siteDB
treatment20C:sitePW...2247,NA,321,NA,treatment20C:sitePW
treatment20C...2248,-0.475426362,322,8.97E-87,treatment20C
siteCI5...2249,NA,322,NA,siteCI5
siteDB...2250,NA,322,NA,siteDB
sitePW...2251,NA,322,NA,sitePW
treatment20C:siteCI5...2252,NA,322,NA,treatment20C:siteCI5
treatment20C:siteDB...2253,NA,322,NA,treatment20C:siteDB
treatment20C:sitePW...2254,NA,322,NA,treatment20C:sitePW
treatment20C...2255,-0.435311366,323,3.94E-73,treatment20C
siteCI5...2256,NA,323,NA,siteCI5
siteDB...2257,NA,323,NA,siteDB
sitePW...2258,NA,323,NA,sitePW
treatment20C:siteCI5...2259,NA,323,NA,treatment20C:siteCI5
treatment20C:siteDB...2260,NA,323,NA,treatment20C:siteDB
treatment20C:sitePW...2261,NA,323,NA,treatment20C:sitePW
treatment20C...2262,-0.356582302,324,4.44E-58,treatment20C
siteCI5...2263,NA,324,NA,siteCI5
siteDB...2264,NA,324,NA,siteDB
sitePW...2265,NA,324,NA,sitePW
treatment20C:siteCI5...2266,NA,324,NA,treatment20C:siteCI5
treatment20C:siteDB...2267,NA,324,NA,treatment20C:siteDB
treatment20C:sitePW...2268,NA,324,NA,treatment20C:sitePW
treatment20C...2269,-0.680990148,325,1.24E-167,treatment20C
siteCI5...2270,NA,325,NA,siteCI5
siteDB...2271,NA,325,NA,siteDB
sitePW...2272,NA,325,NA,sitePW
treatment20C:siteCI5...2273,NA,325,NA,treatment20C:siteCI5
treatment20C:siteDB...2274,NA,325,NA,treatment20C:siteDB
treatment20C:sitePW...2275,NA,325,NA,treatment20C:sitePW
treatment20C...2276,-0.478381692,326,7.44E-91,treatment20C
siteCI5...2277,NA,326,NA,siteCI5
siteDB...2278,NA,326,NA,siteDB
sitePW...2279,NA,326,NA,sitePW
treatment20C:siteCI5...2280,NA,326,NA,treatment20C:siteCI5
treatment20C:siteDB...2281,NA,326,NA,treatment20C:siteDB
treatment20C:sitePW...2282,NA,326,NA,treatment20C:sitePW
treatment20C...2283,-0.310467871,327,1.65E-36,treatment20C
siteCI5...2284,NA,327,NA,siteCI5
siteDB...2285,NA,327,NA,siteDB
sitePW...2286,NA,327,NA,sitePW
treatment20C:siteCI5...2287,NA,327,NA,treatment20C:siteCI5
treatment20C:siteDB...2288,NA,327,NA,treatment20C:siteDB
treatment20C:sitePW...2289,NA,327,NA,treatment20C:sitePW
treatment20C...2290,-0.246395364,328,1.72E-26,treatment20C
siteCI5...2291,NA,328,NA,siteCI5
siteDB...2292,NA,328,NA,siteDB
sitePW...2293,NA,328,NA,sitePW
treatment20C:siteCI5...2294,NA,328,NA,treatment20C:siteCI5
treatment20C:siteDB...2295,NA,328,NA,treatment20C:siteDB
treatment20C:sitePW...2296,NA,328,NA,treatment20C:sitePW
treatment20C...2297,-0.443456206,329,5.87E-79,treatment20C
siteCI5...2298,NA,329,NA,siteCI5
siteDB...2299,NA,329,NA,siteDB
sitePW...2300,NA,329,NA,sitePW
treatment20C:siteCI5...2301,NA,329,NA,treatment20C:siteCI5
treatment20C:siteDB...2302,NA,329,NA,treatment20C:siteDB
treatment20C:sitePW...2303,NA,329,NA,treatment20C:sitePW
treatment20C...2304,-0.480501953,330,4.97E-84,treatment20C
siteCI5...2305,NA,330,NA,siteCI5
siteDB...2306,NA,330,NA,siteDB
sitePW...2307,NA,330,NA,sitePW
treatment20C:siteCI5...2308,NA,330,NA,treatment20C:siteCI5
treatment20C:siteDB...2309,NA,330,NA,treatment20C:siteDB
treatment20C:sitePW...2310,NA,330,NA,treatment20C:sitePW
treatment20C...2311,-0.498841696,331,1.25E-95,treatment20C
siteCI5...2312,NA,331,NA,siteCI5
siteDB...2313,NA,331,NA,siteDB
sitePW...2314,NA,331,NA,sitePW
treatment20C:siteCI5...2315,NA,331,NA,treatment20C:siteCI5
treatment20C:siteDB...2316,NA,331,NA,treatment20C:siteDB
treatment20C:sitePW...2317,NA,331,NA,treatment20C:sitePW
treatment20C...2318,-0.562207965,332,1.42E-106,treatment20C
siteCI5...2319,NA,332,NA,siteCI5
siteDB...2320,NA,332,NA,siteDB
sitePW...2321,NA,332,NA,sitePW
treatment20C:siteCI5...2322,NA,332,NA,treatment20C:siteCI5
treatment20C:siteDB...2323,NA,332,NA,treatment20C:siteDB
treatment20C:sitePW...2324,NA,332,NA,treatment20C:sitePW
treatment20C...2325,-0.518959952,333,6.83E-107,treatment20C
siteCI5...2326,NA,333,NA,siteCI5
siteDB...2327,NA,333,NA,siteDB
sitePW...2328,NA,333,NA,sitePW
treatment20C:siteCI5...2329,NA,333,NA,treatment20C:siteCI5
treatment20C:siteDB...2330,NA,333,NA,treatment20C:siteDB
treatment20C:sitePW...2331,NA,333,NA,treatment20C:sitePW
treatment20C...2332,-0.403306004,334,8.92E-63,treatment20C
siteCI5...2333,NA,334,NA,siteCI5
siteDB...2334,NA,334,NA,siteDB
sitePW...2335,NA,334,NA,sitePW
treatment20C:siteCI5...2336,NA,334,NA,treatment20C:siteCI5
treatment20C:siteDB...2337,NA,334,NA,treatment20C:siteDB
treatment20C:sitePW...2338,NA,334,NA,treatment20C:sitePW
treatment20C...2339,-0.543189006,335,1.59E-110,treatment20C
siteCI5...2340,NA,335,NA,siteCI5
siteDB...2341,NA,335,NA,siteDB
sitePW...2342,NA,335,NA,sitePW
treatment20C:siteCI5...2343,NA,335,NA,treatment20C:siteCI5
treatment20C:siteDB...2344,NA,335,NA,treatment20C:siteDB
treatment20C:sitePW...2345,NA,335,NA,treatment20C:sitePW
treatment20C...2346,-0.462598521,336,2.76E-83,treatment20C
siteCI5...2347,NA,336,NA,siteCI5
siteDB...2348,NA,336,NA,siteDB
sitePW...2349,NA,336,NA,sitePW
treatment20C:siteCI5...2350,NA,336,NA,treatment20C:siteCI5
treatment20C:siteDB...2351,NA,336,NA,treatment20C:siteDB
treatment20C:sitePW...2352,NA,336,NA,treatment20C:sitePW
treatment20C...2353,-0.352277456,337,1.21E-48,treatment20C
siteCI5...2354,NA,337,NA,siteCI5
siteDB...2355,NA,337,NA,siteDB
sitePW...2356,NA,337,NA,sitePW
treatment20C:siteCI5...2357,NA,337,NA,treatment20C:siteCI5
treatment20C:siteDB...2358,NA,337,NA,treatment20C:siteDB
treatment20C:sitePW...2359,NA,337,NA,treatment20C:sitePW
treatment20C...2360,-0.332537279,338,4.22E-45,treatment20C
siteCI5...2361,NA,338,NA,siteCI5
siteDB...2362,NA,338,NA,siteDB
sitePW...2363,NA,338,NA,sitePW
treatment20C:siteCI5...2364,NA,338,NA,treatment20C:siteCI5
treatment20C:siteDB...2365,NA,338,NA,treatment20C:siteDB
treatment20C:sitePW...2366,NA,338,NA,treatment20C:sitePW
treatment20C...2367,-0.277658217,339,3.91E-30,treatment20C
siteCI5...2368,NA,339,NA,siteCI5
siteDB...2369,NA,339,NA,siteDB
sitePW...2370,NA,339,NA,sitePW
treatment20C:siteCI5...2371,NA,339,NA,treatment20C:siteCI5
treatment20C:siteDB...2372,NA,339,NA,treatment20C:siteDB
treatment20C:sitePW...2373,NA,339,NA,treatment20C:sitePW
treatment20C...2374,-0.582797103,340,5.17E-133,treatment20C
siteCI5...2375,NA,340,NA,siteCI5
siteDB...2376,NA,340,NA,siteDB
sitePW...2377,NA,340,NA,sitePW
treatment20C:siteCI5...2378,NA,340,NA,treatment20C:siteCI5
treatment20C:siteDB...2379,NA,340,NA,treatment20C:siteDB
treatment20C:sitePW...2380,NA,340,NA,treatment20C:sitePW
treatment20C...2381,-0.478745437,341,1.78E-82,treatment20C
siteCI5...2382,NA,341,NA,siteCI5
siteDB...2383,NA,341,NA,siteDB
sitePW...2384,NA,341,NA,sitePW
treatment20C:siteCI5...2385,NA,341,NA,treatment20C:siteCI5
treatment20C:siteDB...2386,NA,341,NA,treatment20C:siteDB
treatment20C:sitePW...2387,NA,341,NA,treatment20C:sitePW
treatment20C...2388,-0.359699318,342,7.92E-50,treatment20C
siteCI5...2389,NA,342,NA,siteCI5
siteDB...2390,NA,342,NA,siteDB
sitePW...2391,NA,342,NA,sitePW
treatment20C:siteCI5...2392,NA,342,NA,treatment20C:siteCI5
treatment20C:siteDB...2393,NA,342,NA,treatment20C:siteDB
treatment20C:sitePW...2394,NA,342,NA,treatment20C:sitePW
treatment20C...2395,-0.436497382,343,1.03E-68,treatment20C
siteCI5...2396,NA,343,NA,siteCI5
siteDB...2397,NA,343,NA,siteDB
sitePW...2398,NA,343,NA,sitePW
treatment20C:siteCI5...2399,NA,343,NA,treatment20C:siteCI5
treatment20C:siteDB...2400,NA,343,NA,treatment20C:siteDB
treatment20C:sitePW...2401,NA,343,NA,treatment20C:sitePW
treatment20C...2402,-0.494539592,344,2.00E-83,treatment20C
siteCI5...2403,NA,344,NA,siteCI5
siteDB...2404,NA,344,NA,siteDB
sitePW...2405,NA,344,NA,sitePW
treatment20C:siteCI5...2406,NA,344,NA,treatment20C:siteCI5
treatment20C:siteDB...2407,NA,344,NA,treatment20C:siteDB
treatment20C:sitePW...2408,NA,344,NA,treatment20C:sitePW
treatment20C...2409,-0.515809139,345,5.08E-97,treatment20C
siteCI5...2410,NA,345,NA,siteCI5
siteDB...2411,NA,345,NA,siteDB
sitePW...2412,NA,345,NA,sitePW
treatment20C:siteCI5...2413,NA,345,NA,treatment20C:siteCI5
treatment20C:siteDB...2414,NA,345,NA,treatment20C:siteDB
treatment20C:sitePW...2415,NA,345,NA,treatment20C:sitePW
treatment20C...2416,-0.57088687,346,2.28E-128,treatment20C
siteCI5...2417,NA,346,NA,siteCI5
siteDB...2418,NA,346,NA,siteDB
sitePW...2419,NA,346,NA,sitePW
treatment20C:siteCI5...2420,NA,346,NA,treatment20C:siteCI5
treatment20C:siteDB...2421,NA,346,NA,treatment20C:siteDB
treatment20C:sitePW...2422,NA,346,NA,treatment20C:sitePW
treatment20C...2423,-0.492221319,347,5.29E-87,treatment20C
siteCI5...2424,NA,347,NA,siteCI5
siteDB...2425,NA,347,NA,siteDB
sitePW...2426,NA,347,NA,sitePW
treatment20C:siteCI5...2427,NA,347,NA,treatment20C:siteCI5
treatment20C:siteDB...2428,NA,347,NA,treatment20C:siteDB
treatment20C:sitePW...2429,NA,347,NA,treatment20C:sitePW
treatment20C...2430,-0.574873438,348,1.83E-121,treatment20C
siteCI5...2431,NA,348,NA,siteCI5
siteDB...2432,NA,348,NA,siteDB
sitePW...2433,NA,348,NA,sitePW
treatment20C:siteCI5...2434,NA,348,NA,treatment20C:siteCI5
treatment20C:siteDB...2435,NA,348,NA,treatment20C:siteDB
treatment20C:sitePW...2436,NA,348,NA,treatment20C:sitePW
treatment20C...2437,-0.332312536,349,3.05E-47,treatment20C
siteCI5...2438,NA,349,NA,siteCI5
siteDB...2439,NA,349,NA,siteDB
sitePW...2440,NA,349,NA,sitePW
treatment20C:siteCI5...2441,NA,349,NA,treatment20C:siteCI5
treatment20C:siteDB...2442,NA,349,NA,treatment20C:siteDB
treatment20C:sitePW...2443,NA,349,NA,treatment20C:sitePW
treatment20C...2444,-0.310880732,350,3.84E-42,treatment20C
siteCI5...2445,NA,350,NA,siteCI5
siteDB...2446,NA,350,NA,siteDB
sitePW...2447,NA,350,NA,sitePW
treatment20C:siteCI5...2448,NA,350,NA,treatment20C:siteCI5
treatment20C:siteDB...2449,NA,350,NA,treatment20C:siteDB
treatment20C:sitePW...2450,NA,350,NA,treatment20C:sitePW
treatment20C...2451,-0.501023489,351,3.24E-98,treatment20C
siteCI5...2452,NA,351,NA,siteCI5
siteDB...2453,NA,351,NA,siteDB
sitePW...2454,NA,351,NA,sitePW
treatment20C:siteCI5...2455,NA,351,NA,treatment20C:siteCI5
treatment20C:siteDB...2456,NA,351,NA,treatment20C:siteDB
treatment20C:sitePW...2457,NA,351,NA,treatment20C:sitePW
treatment20C...2458,-0.450485518,352,3.40E-78,treatment20C
siteCI5...2459,NA,352,NA,siteCI5
siteDB...2460,NA,352,NA,siteDB
sitePW...2461,NA,352,NA,sitePW
treatment20C:siteCI5...2462,NA,352,NA,treatment20C:siteCI5
treatment20C:siteDB...2463,NA,352,NA,treatment20C:siteDB
treatment20C:sitePW...2464,NA,352,NA,treatment20C:sitePW
treatment20C...2465,-0.469481956,353,1.75E-75,treatment20C
siteCI5...2466,NA,353,NA,siteCI5
siteDB...2467,NA,353,NA,siteDB
sitePW...2468,NA,353,NA,sitePW
treatment20C:siteCI5...2469,NA,353,NA,treatment20C:siteCI5
treatment20C:siteDB...2470,NA,353,NA,treatment20C:siteDB
treatment20C:sitePW...2471,NA,353,NA,treatment20C:sitePW
treatment20C...2472,-0.506177241,354,8.73E-102,treatment20C
siteCI5...2473,NA,354,NA,siteCI5
siteDB...2474,NA,354,NA,siteDB
sitePW...2475,NA,354,NA,sitePW
treatment20C:siteCI5...2476,NA,354,NA,treatment20C:siteCI5
treatment20C:siteDB...2477,NA,354,NA,treatment20C:siteDB
treatment20C:sitePW...2478,NA,354,NA,treatment20C:sitePW
treatment20C...2479,-0.339870399,355,2.12E-49,treatment20C
siteCI5...2480,NA,355,NA,siteCI5
siteDB...2481,NA,355,NA,siteDB
sitePW...2482,NA,355,NA,sitePW
treatment20C:siteCI5...2483,NA,355,NA,treatment20C:siteCI5
treatment20C:siteDB...2484,NA,355,NA,treatment20C:siteDB
treatment20C:sitePW...2485,NA,355,NA,treatment20C:sitePW
treatment20C...2486,-0.489250373,356,5.71E-86,treatment20C
siteCI5...2487,NA,356,NA,siteCI5
siteDB...2488,NA,356,NA,siteDB
sitePW...2489,NA,356,NA,sitePW
treatment20C:siteCI5...2490,NA,356,NA,treatment20C:siteCI5
treatment20C:siteDB...2491,NA,356,NA,treatment20C:siteDB
treatment20C:sitePW...2492,NA,356,NA,treatment20C:sitePW
treatment20C...2493,-0.443428092,357,3.16E-73,treatment20C
siteCI5...2494,NA,357,NA,siteCI5
siteDB...2495,NA,357,NA,siteDB
sitePW...2496,NA,357,NA,sitePW
treatment20C:siteCI5...2497,NA,357,NA,treatment20C:siteCI5
treatment20C:siteDB...2498,NA,357,NA,treatment20C:siteDB
treatment20C:sitePW...2499,NA,357,NA,treatment20C:sitePW
treatment20C...2500,-0.544718426,358,9.79E-107,treatment20C
siteCI5...2501,NA,358,NA,siteCI5
siteDB...2502,NA,358,NA,siteDB
sitePW...2503,NA,358,NA,sitePW
treatment20C:siteCI5...2504,NA,358,NA,treatment20C:siteCI5
treatment20C:siteDB...2505,NA,358,NA,treatment20C:siteDB
treatment20C:sitePW...2506,NA,358,NA,treatment20C:sitePW
treatment20C...2507,-0.297347623,359,4.48E-34,treatment20C
siteCI5...2508,NA,359,NA,siteCI5
siteDB...2509,NA,359,NA,siteDB
sitePW...2510,NA,359,NA,sitePW
treatment20C:siteCI5...2511,NA,359,NA,treatment20C:siteCI5
treatment20C:siteDB...2512,NA,359,NA,treatment20C:siteDB
treatment20C:sitePW...2513,NA,359,NA,treatment20C:sitePW
treatment20C...2514,-0.406296531,360,4.70E-62,treatment20C
siteCI5...2515,NA,360,NA,siteCI5
siteDB...2516,NA,360,NA,siteDB
